,jid,spg_number,spg_symbol,formula,formation_energy_peratom,func,optb88vdw_bandgap
332,JVASP-38327,221,Pm-3m,RbCaO3,-1.29606,OptB88vdW,0
333,JVASP-48092,58,Pnnm,Mn3O4F2,-2.01166,OptB88vdW,0
334,JVASP-47532,10,P2/m,Mn2FeO3,-1.20979,OptB88vdW,0
335,JVASP-29105,156,P3m1,Te8Mo3W,-0.1686,OptB88vdW,0.866
336,JVASP-64586,216,F-43m,Ba4CdSn,0.17204,OptB88vdW,0
337,JVASP-22557,166,R-3m,CrCuO2,-1.39347,OptB88vdW,0
338,JVASP-39275,225,Fm-3m,FeAu3,0.16809,OptB88vdW,0
339,JVASP-97624,176,P6_3/m,Mg9Si5,-0.16668,OptB88vdW,0
340,JVASP-14757,225,Fm-3m,Li,-0.00017,OptB88vdW,0
341,JVASP-22671,166,R-3m,NaCrO2,-1.8573,OptB88vdW,0
342,JVASP-22514,136,P4_2/mnm,CoF2,-1.57806,OptB88vdW,0
343,JVASP-15478,225,Fm-3m,LiGa2Rh,-0.53024,OptB88vdW,0
344,JVASP-28353,164,P-3m1,CoTe2,-0.19234,OptB88vdW,0
345,JVASP-90115,160,R3m,Zn2Ga2S5,-0.6912,OptB88vdW,0
346,JVASP-89035,5,C2,Tl2MoO4,-1.70163,OptB88vdW,3.21
347,JVASP-91521,63,Cmcm,CeSi2Ir,-0.89065,OptB88vdW,0
348,JVASP-39244,221,Pm-3m,KBaO3,-0.98063,OptB88vdW,0
349,JVASP-38332,221,Pm-3m,RbBaO3,-1.03013,OptB88vdW,0
350,JVASP-98291,62,Pnma,H4PbC2O6,-1.13115,OptB88vdW,2.962
351,JVASP-65065,216,F-43m,BePd4Rh,0.42668,OptB88vdW,0
352,JVASP-3648,36,Cmc2_1,HgBr2,-0.33502,OptB88vdW,2.075
353,JVASP-86727,191,P6/mmm,SmSi2Rh3,-0.95322,OptB88vdW,0
354,JVASP-98702,198,P2_13,CeSiIr,-0.94489,OptB88vdW,0
355,JVASP-97502,62,Pnma,H3ClO5,-0.36869,OptB88vdW,5.202
356,JVASP-43624,61,Pbca,Rb2O,-1.13824,OptB88vdW,1.273
357,JVASP-64132,216,F-43m,Ba4CoW,1.5683,OptB88vdW,0
358,JVASP-65103,216,F-43m,BeTlSe4,0.60347,OptB88vdW,0
359,JVASP-64006,216,F-43m,Ba4ZrSn,0.54982,OptB88vdW,0
360,JVASP-63916,216,F-43m,Ba4TaBe,1.39437,OptB88vdW,0
361,JVASP-89902,189,P-62m,NdAlNi,-0.56556,OptB88vdW,0
362,JVASP-43427,36,Cmc2_1,K2O,-1.19689,OptB88vdW,2.106
363,JVASP-5485,186,P6_3mc,CdI2,-0.58149,OptB88vdW,2.119
364,JVASP-49894,221,Pm-3m,PrTiO3,-3.33859,OptB88vdW,0
365,JVASP-2017,166,R-3m,LiCoO2,-1.67424,OptB88vdW,1.005
366,JVASP-36921,221,Pm-3m,NiAgF3,-1.43128,OptB88vdW,0.317
367,JVASP-3396,121,I-42m,K3CrO4,-2.00963,OptB88vdW,0
368,JVASP-15528,225,Fm-3m,LiGa2Pd,-0.50139,OptB88vdW,0
369,JVASP-18822,225,Fm-3m,Zn2AgAu,-0.14316,OptB88vdW,0
370,JVASP-42402,148,R-3,Li6TeO6,-1.91792,OptB88vdW,3.343
371,JVASP-90857,62,Pnma,GeTe,-0.09429,OptB88vdW,0.644
372,JVASP-98355,62,Pnma,BaAl4O7,-3.31129,OptB88vdW,3.798
373,JVASP-98801,43,Fdd2,V2CdP2O10,-2.26979,OptB88vdW,0.387
374,JVASP-49776,72,Ibam,Na3CuO2,-1.28752,OptB88vdW,1.422
375,JVASP-98091,194,P6_3/mmc,SrV6O11,-2.21568,OptB88vdW,0
376,JVASP-50691,15,C2/c,Li3TiP2O8,-2.57039,OptB88vdW,0.367
377,JVASP-28566,8,Cm,Te2Mo3S4,-0.6469,OptB88vdW,0.088
378,JVASP-14223,152,P3_121,NdAl3Br12,-1.35076,OptB88vdW,3.396
379,JVASP-47765,2,P-1,Li3Fe5O10,-1.5865,OptB88vdW,0
380,JVASP-53075,141,I4_1/amd,NaNdS2,-1.93964,OptB88vdW,1.993
381,JVASP-14874,167,R-3c,TiF3,-3.46542,OptB88vdW,0
382,JVASP-53439,87,I4/m,BaFe2S4,-1.01485,OptB88vdW,0
383,JVASP-64788,216,F-43m,Ba4YSi,0.60332,OptB88vdW,0
384,JVASP-64189,216,F-43m,Ba4MgBe,0.74193,OptB88vdW,0
385,JVASP-3258,164,P-3m1,Ho2SeO2,-3.3333,OptB88vdW,2.318
386,JVASP-43740,11,P2_1/m,LiFeF3,-2.3981,OptB88vdW,0
387,JVASP-97577,139,I4/mmm,Li2CN2,-0.81249,OptB88vdW,3.579
388,JVASP-50007,15,C2/c,SrCa2I6,-1.66114,OptB88vdW,3.64
389,JVASP-85460,2,P-1,U3CuO10,-2.85398,OptB88vdW,0.401
390,JVASP-97739,141,I4_1/amd,Sm2P3Pt6,-0.98025,OptB88vdW,0
391,JVASP-98227,36,Cmc2_1,Ca3Ru2O7,-2.27476,OptB88vdW,0
392,JVASP-97338,14,P2_1/c,SiP2O7,-2.39113,OptB88vdW,6.031
393,JVASP-47963,31,Pmn2_1,Fe2OF3,-1.88091,OptB88vdW,0
394,JVASP-90229,189,P-62m,MnAsPd,-0.13154,OptB88vdW,0
395,JVASP-64094,216,F-43m,Ba4LiRu,0.97545,OptB88vdW,0
396,JVASP-90715,194,P6_3/mmc,NiP2W,-0.58042,OptB88vdW,0
397,JVASP-52889,141,I4_1/amd,SrH4N2,-0.60111,OptB88vdW,2.51
398,JVASP-86099,193,P6_3/mcm,Ho5NiPb3,-0.55769,OptB88vdW,0
399,JVASP-107776,166,R-3m,AlCo4,-0.03881,OptB88vdW,0
400,JVASP-43081,43,Fdd2,LiCuS,-0.83594,OptB88vdW,1.659
401,JVASP-90041,189,P-62m,Zr6Ga2Fe,-0.38932,OptB88vdW,0
402,JVASP-97802,127,P4/mbm,Y2Pd2Pb,-0.89997,OptB88vdW,0
403,JVASP-12162,10,P2/m,BaCaI4,-1.74197,OptB88vdW,3.154
404,JVASP-1840,166,R-3m,LiDySe2,-1.78119,OptB88vdW,1.56
405,JVASP-14615,225,Fm-3m,Al,0,OptB88vdW,0
406,JVASP-15832,122,I-42d,NiS2,0.00882,OptB88vdW,0
407,JVASP-92195,38,Amm2,CeMg6Zn,0.01987,OptB88vdW,0
408,JVASP-98445,15,C2/c,KAl2NiP3H4O14,-2.14081,OptB88vdW,1.517
409,JVASP-16932,221,Pm-3m,CrO3,-1.40173,OptB88vdW,0
410,JVASP-50108,194,P6_3/mmc,LuGaO3,-2.99117,OptB88vdW,2.754
411,JVASP-64437,216,F-43m,Ba4NbZn,0.97481,OptB88vdW,0
412,JVASP-19923,225,Fm-3m,MnSe,-0.26969,OptB88vdW,0
413,JVASP-60703,141,I4_1/amd,HgI2,-0.15384,OptB88vdW,1.045
414,JVASP-86969,129,P4/nmm,TbS2,-1.867,OptB88vdW,0
415,JVASP-5065,129,P4/nmm,CaMnSi,-0.35438,OptB88vdW,0
416,JVASP-91654,63,Cmcm,YGa2Pd,-0.80868,OptB88vdW,0
417,JVASP-3099,164,P-3m1,TiTl2F6,-2.89474,OptB88vdW,3.589
418,JVASP-98616,5,C2,ErH9C5N2O8,-1.03692,OptB88vdW,4.604
419,JVASP-64247,216,F-43m,Ba4PdCl,0.14065,OptB88vdW,0
420,JVASP-64987,216,F-43m,BeTlP4,0.65821,OptB88vdW,0
421,JVASP-64380,216,F-43m,Ba4YGe,0.48435,OptB88vdW,0
422,JVASP-48464,10,P2/m,VOF,-2.67009,OptB88vdW,0
423,JVASP-16114,166,R-3m,Mg2Ni3P,-0.49153,OptB88vdW,0
424,JVASP-64317,216,F-43m,Ba4TiCd,0.79171,OptB88vdW,0
425,JVASP-18887,164,P-3m1,HfTe2,-0.84264,OptB88vdW,0
426,JVASP-97920,43,Fdd2,V2Te2O9,-1.82381,OptB88vdW,2.042
427,JVASP-48384,38,Amm2,V2O3F,-2.65465,OptB88vdW,0
428,JVASP-98175,2,P-1,CaNiP2O7,-2.33621,OptB88vdW,1.046
429,JVASP-64530,216,F-43m,Ba4InPb,0.14845,OptB88vdW,0
430,JVASP-64671,216,F-43m,Ba4LiTi,0.85425,OptB88vdW,0
431,JVASP-98556,12,C2/m,FeMoO4,-1.8134,OptB88vdW,0
432,JVASP-64725,216,F-43m,Ba4TlCd,0.25324,OptB88vdW,0
433,JVASP-64866,216,F-43m,Ba4TlGe,0.30746,OptB88vdW,0
434,JVASP-42660,166,R-3m,Li2TiFe3O8,-2.03054,OptB88vdW,0
435,JVASP-4510,2,P-1,ScPS4,-1.0076,OptB88vdW,1.737
436,JVASP-44065,82,I-4,VBO4,-2.4262,OptB88vdW,2.754
437,JVASP-90534,121,I-42m,Li4TiS4,-1.45115,OptB88vdW,2.358
438,JVASP-50936,166,R-3m,KNdO2,-2.85299,OptB88vdW,3.702
439,JVASP-48750,161,R3c,LiVF3,-2.81316,OptB88vdW,1.473
440,JVASP-90582,194,P6_3/mmc,Mg3Sb,-0.13851,OptB88vdW,0
441,JVASP-50811,166,R-3m,KTmO2,-3.08561,OptB88vdW,4.204
442,JVASP-88834,198,P2_13,Na3SbTe3,-0.68404,OptB88vdW,1.44
443,JVASP-91609,63,Cmcm,PrAl,-0.4217,OptB88vdW,0
444,JVASP-90337,123,P4/mmm,BaNdCo2O5,-2.19237,OptB88vdW,0
445,JVASP-86781,11,P2_1/m,Rb2FeI4,-0.96132,OptB88vdW,0
446,JVASP-43524,13,P2/c,LiV2F7,-2.92499,OptB88vdW,0.013
447,JVASP-43844,8,Cm,Li4Ti3V5O16,-2.71502,OptB88vdW,0
448,JVASP-3177,164,P-3m1,MgBe2N2,-1.26102,OptB88vdW,4.406
449,JVASP-38492,194,P6_3/mmc,K3Rh,0.47737,OptB88vdW,0
450,JVASP-91657,140,I4/mcm,SiPd,-0.26257,OptB88vdW,0
451,JVASP-243,194,P6_3/mmc,NiS2,-0.12356,OptB88vdW,0
452,JVASP-98189,63,Cmcm,HfGe2,-0.47498,OptB88vdW,0
453,JVASP-18823,139,I4/mmm,DyAl3,-0.31432,OptB88vdW,0
454,JVASP-87913,129,P4/nmm,EuSnP,-0.90073,OptB88vdW,0
455,JVASP-90237,189,P-62m,LuSnRh,-0.90329,OptB88vdW,0
456,JVASP-89041,142,I4_1/acd,BaMg2V2O8,-2.93154,OptB88vdW,3.406
457,JVASP-46861,109,I4_1md,FeSbO4,-1.44871,OptB88vdW,0
458,JVASP-88546,15,C2/c,Ba3In2P4,-0.87915,OptB88vdW,1.083
459,JVASP-3117,122,I-42d,NaPN2,-0.73127,OptB88vdW,4.866
460,JVASP-65030,99,P4mm,Be2CuIr,-0.21441,OptB88vdW,0
461,JVASP-90118,215,P-43m,Ni5O4,-0.24324,OptB88vdW,0
462,JVASP-36852,194,P6_3/mmc,MnAgO2,-1.21128,OptB88vdW,0
463,JVASP-86375,191,P6/mmm,LaCu5,-0.18224,OptB88vdW,0
464,JVASP-64014,216,F-43m,Ba4ZnPd,0.54109,OptB88vdW,0
465,JVASP-97389,14,P2_1/c,AlFePO5,-2.3258,OptB88vdW,0.002
466,JVASP-91567,122,I-42d,SiHgP2,0.02326,OptB88vdW,0.934
467,JVASP-64331,216,F-43m,Ba4MgTe,0.03707,OptB88vdW,0
468,JVASP-92200,38,Amm2,CeMg6Cu,0.07039,OptB88vdW,0
469,JVASP-90772,59,Pmmn,ZrSn,-0.12248,OptB88vdW,0
470,JVASP-97928,33,Pna2_1,Sr3Pr2B4O12,-3.17643,OptB88vdW,4.577
471,JVASP-88842,194,P6_3/mmc,EuAgP,-0.7646,OptB88vdW,0
472,JVASP-98811,12,C2/m,Mg5Si6,0.04904,OptB88vdW,0
473,JVASP-90815,129,P4/nmm,SmCoSb2,-0.61789,OptB88vdW,0
474,JVASP-86905,11,P2_1/m,BaSb2Au2,-0.6219,OptB88vdW,0
475,JVASP-42229,12,C2/m,Y6N2O5,-3.0033,OptB88vdW,0
476,JVASP-64606,216,F-43m,Ba4NbIn,0.80456,OptB88vdW,0
477,JVASP-86851,193,P6_3/mcm,Nd3MnBi5,-0.5453,OptB88vdW,0
478,JVASP-97505,12,C2/m,V3H4O8,-1.68952,OptB88vdW,0
479,JVASP-49779,63,Cmcm,ZnSeO4,-0.95343,OptB88vdW,2.094
480,JVASP-48579,19,P2_12_12_1,VOF3,-2.72413,OptB88vdW,2.962
481,JVASP-90341,12,C2/m,Dy3Co2Ge4,-0.73376,OptB88vdW,0
482,JVASP-98619,128,P4/mnc,Sb2RuC6O6F12,-1.60264,OptB88vdW,5.156
483,JVASP-86586,2,P-1,Sr2CoWO6,-2.58919,OptB88vdW,0
484,JVASP-97684,33,Pna2_1,KCrPO4F,-2.47525,OptB88vdW,1.247
485,JVASP-64873,216,F-43m,Ba4LiSe,0.13891,OptB88vdW,0
486,JVASP-63968,216,F-43m,Ba4SnPd,0.28764,OptB88vdW,0
487,JVASP-98568,15,C2/c,Rb2AgAu3I8,-0.56698,OptB88vdW,0.688
488,JVASP-86447,63,Cmcm,VCr2C2,-0.22823,OptB88vdW,0
489,JVASP-63924,216,F-43m,Ba4MoPd,1.12931,OptB88vdW,0
490,JVASP-97997,182,P6_322,AgF3,-1.10348,OptB88vdW,0.07
491,JVASP-86505,191,P6/mmm,HoCo3B2,-0.53129,OptB88vdW,0
492,JVASP-64389,216,F-43m,Ba4ZnPb,0.26196,OptB88vdW,0
493,JVASP-64680,216,F-43m,BaLiCa,0.53975,OptB88vdW,0
494,JVASP-64262,216,F-43m,Ba4TlCu,0.4884,OptB88vdW,0
495,JVASP-97812,14,P2_1/c,Sb2S3O12,-1.35712,OptB88vdW,4.165
496,JVASP-98361,62,Pnma,Tm2ZnS4,-1.8416,OptB88vdW,2.329
497,JVASP-98504,12,C2/m,Mn3Se3O10,-1.18451,OptB88vdW,0
498,JVASP-64103,225,Fm-3m,Ba2TiSe,-0.18398,OptB88vdW,0
499,JVASP-42809,5,C2,CoOF,-1.46129,OptB88vdW,0
500,JVASP-64055,216,F-43m,Ba4TaSn,0.86183,OptB88vdW,0
501,JVASP-64459,216,F-43m,Ba4CrTe,0.39954,OptB88vdW,0
502,JVASP-42415,1,P1,V6O7F5,-2.69032,OptB88vdW,0
503,JVASP-85467,186,P6_3mc,FeS,-0.38059,OptB88vdW,0
504,JVASP-89269,14,P2_1/c,EuSbO4,-2.55245,OptB88vdW,2.37
505,JVASP-48782,225,Fm-3m,Li6MnF8,-2.83098,OptB88vdW,0
506,JVASP-107742,187,P-6m2,Sm2Ge3,-0.56672,OptB88vdW,0
507,JVASP-98097,194,P6_3/mmc,Zr3Al3C5,-0.68678,OptB88vdW,0
508,JVASP-64800,216,F-43m,Ba4LaPd,0.57776,OptB88vdW,0
509,JVASP-64542,216,F-43m,Ba4TiIn,0.71591,OptB88vdW,0
510,JVASP-16084,225,Fm-3m,Tc,0.07232,OptB88vdW,0
511,JVASP-97754,15,C2/c,HfCl4O16,-0.30008,OptB88vdW,5.152
512,JVASP-22559,63,Cmcm,MgVO3,-2.67984,OptB88vdW,0
513,JVASP-98238,62,Pnma,Rb2RuO4,-1.51429,OptB88vdW,0.489
514,JVASP-5503,2,P-1,TeAuCl7,-0.44498,OptB88vdW,1.466
515,JVASP-43432,132,P4_2/mcm,K2O,-1.19001,OptB88vdW,1.105
516,JVASP-64955,216,F-43m,ZrBeCd,0.71499,OptB88vdW,0
517,JVASP-65071,216,F-43m,NaBeBr4,0.3482,OptB88vdW,0
518,JVASP-97341,189,P-62m,Ca5P12Ir19,-0.70766,OptB88vdW,0
519,JVASP-14833,229,Im-3m,Sr,0.00187,OptB88vdW,0
520,JVASP-85370,65,Cmmm,AlPO4,-2.50004,OptB88vdW,3.257
521,JVASP-48932,1,P1,Li3VCrP4O14,-2.32276,OptB88vdW,0.191
522,JVASP-64201,225,Fm-3m,Ba2LaGa,0.11533,OptB88vdW,0
523,JVASP-64142,216,F-43m,Ba4ScSi,0.66652,OptB88vdW,0
524,JVASP-64993,119,I-4m2,Be2CoTe,0.48721,OptB88vdW,0
525,JVASP-48169,4,P2_1,Li5MnO3F,-2.07253,OptB88vdW,1.597
526,JVASP-90174,225,Fm-3m,Zr2BIr6,-0.84126,OptB88vdW,0
527,JVASP-22620,221,Pm-3m,KNiF3,-2.27054,OptB88vdW,0
528,JVASP-65108,123,P4/mmm,MgBe2Cl,0.45182,OptB88vdW,0
529,JVASP-107784,143,P3,NaCaLaF6,-4.01408,OptB88vdW,6.581
530,JVASP-98451,2,P-1,K2Ca4Si8O21,-3.04331,OptB88vdW,4.589
531,JVASP-48472,186,P6_3mc,Na6CoO4,-1.32439,OptB88vdW,0
532,JVASP-91703,194,P6_3/mmc,ErH3,-0.45219,OptB88vdW,0
533,JVASP-86157,12,C2/m,DyP2Pt8,-0.62079,OptB88vdW,0
534,JVASP-64738,216,F-43m,Ba4MgSc,0.53522,OptB88vdW,0
535,JVASP-87046,191,P6/mmm,CaNi4B,-0.35388,OptB88vdW,0
536,JVASP-22517,194,P6_3/mmc,GaS,-0.70691,OptB88vdW,1.418
537,JVASP-97929,14,P2_1/c,CaBePO4F,-3.12111,OptB88vdW,6.185
538,JVASP-64016,216,F-43m,Ba4CaOs,1.05616,OptB88vdW,0
539,JVASP-97440,13,P2/c,Nd7S6Cl9,-2.32805,OptB88vdW,2.113
540,JVASP-97862,55,Pbam,SiO2,-2.87012,OptB88vdW,5.621
541,JVASP-98812,14,P2_1/c,FeSe2NCl6,-0.30254,OptB88vdW,1.102
542,JVASP-86104,162,P-31m,Cd2RuC6N6,0.15309,OptB88vdW,2.575
543,JVASP-47967,155,R32,LiVC2O6,-1.74319,OptB88vdW,0
544,JVASP-14619,229,Im-3m,Fe,0.00854,OptB88vdW,0
545,JVASP-85928,2,P-1,TiTlPS5,-0.78402,OptB88vdW,1.036
546,JVASP-18513,194,P6_3/mmc,VSe,-0.51504,OptB88vdW,0
547,JVASP-90585,139,I4/mmm,LiMg3,-0.03873,OptB88vdW,0
548,JVASP-48390,139,I4/mmm,Li4Co3O3F4,-2.06266,OptB88vdW,0
549,JVASP-43529,15,C2/c,LiV2F7,-2.95929,OptB88vdW,0
550,JVASP-47769,1,P1,Li4Fe5O10,-1.68595,OptB88vdW,0
551,JVASP-64915,119,I-4m2,Be2TcSb,0.26939,OptB88vdW,0
552,JVASP-64332,216,F-43m,Ba4LaZr,0.72801,OptB88vdW,0
553,JVASP-88716,223,Pm-3n,Ba4YCu3O9,-2.2609,OptB88vdW,0
554,JVASP-64263,216,F-43m,Ba4SrPt,0.47366,OptB88vdW,0
555,JVASP-29231,12,C2/m,Mg3P2H16O16,-1.64363,OptB88vdW,5.379
556,JVASP-64683,216,F-43m,Ba4MgP,0.38991,OptB88vdW,0
557,JVASP-63925,216,F-43m,Ba4SbSe,-0.24395,OptB88vdW,0
558,JVASP-64056,216,F-43m,BaNaCd,0.13206,OptB88vdW,0
559,JVASP-53444,148,R-3,Na3YCl6,-2.10568,OptB88vdW,5.3
560,JVASP-65031,216,F-43m,ScBeIn4,0.43497,OptB88vdW,0
561,JVASP-64610,216,F-43m,Ba4SrIr,0.76335,OptB88vdW,0
562,JVASP-64390,216,F-43m,KBa4Ru,0.95344,OptB88vdW,0
563,JVASP-85862,62,Pnma,SnPd2,-0.49196,OptB88vdW,0
564,JVASP-64104,216,F-43m,Ba4TaCu,1.2472,OptB88vdW,0
565,JVASP-14790,221,Pm-3m,TiNi,-0.37856,OptB88vdW,0
566,JVASP-15261,194,P6_3/mmc,Ti2CS,-1.36296,OptB88vdW,0
567,JVASP-86579,139,I4/mmm,BaBi4Br2O6,-1.50101,OptB88vdW,0
568,JVASP-37034,216,F-43m,TiFeCoSb,-0.26977,OptB88vdW,0
569,JVASP-98092,2,P-1,Tl3SiTe3,-0.26827,OptB88vdW,1.055
570,JVASP-22645,121,I-42m,CdIn2Se4,-0.56058,OptB88vdW,0.689
571,JVASP-65066,216,F-43m,BeRePb4,1.50331,OptB88vdW,0
572,JVASP-97625,173,P6_3,Nd3CuGeS7,-1.61558,OptB88vdW,1.71
573,JVASP-37050,216,F-43m,Ti2GaCo,-0.26576,OptB88vdW,0
574,JVASP-37036,225,Fm-3m,Ti3In,-0.01939,OptB88vdW,0
575,JVASP-37190,216,F-43m,MnGaFeCo,-0.10758,OptB88vdW,0
576,JVASP-41448,225,Fm-3m,TmUTc2,-0.08195,OptB88vdW,0
577,JVASP-26,64,Cmce,P,0.00024,OptB88vdW,0.012
578,JVASP-37314,221,Pm-3m,SrAlO3,-2.9274,OptB88vdW,0
579,JVASP-86900,14,P2_1/c,HgC2Se2N2,0.43866,OptB88vdW,2.007
580,JVASP-87209,221,Pm-3m,SrRuO3,-2.0062,OptB88vdW,0
581,JVASP-29226,15,C2/c,CdP2H4O4,-1.10265,OptB88vdW,4.548
582,JVASP-86323,140,I4/mcm,Hf2Ni,-0.36386,OptB88vdW,0
583,JVASP-89970,180,P6_222,HfSn2,-0.23558,OptB88vdW,0
584,JVASP-91849,129,P4/nmm,KCoO2,-1.27507,OptB88vdW,0.01
585,JVASP-98356,62,Pnma,BaB2S3O13,-1.91724,OptB88vdW,6.254
586,JVASP-15734,62,Pnma,TiSi,-0.69215,OptB88vdW,0
587,JVASP-38326,221,Pm-3m,RbCdO3,-0.49434,OptB88vdW,0
588,JVASP-37208,221,Pm-3m,SiPdO3,-1.3133,OptB88vdW,0
589,JVASP-98176,63,Cmcm,LaAu,-0.94954,OptB88vdW,0
590,JVASP-48167,65,Cmmm,Li2VO2F,-2.58339,OptB88vdW,0
591,JVASP-38310,221,Pm-3m,RbInO3,-1.03273,OptB88vdW,0
592,JVASP-64726,216,F-43m,Ba4MgZr,0.75237,OptB88vdW,0
593,JVASP-98802,14,P2_1/c,K2CrSO7,-1.94241,OptB88vdW,2.343
594,JVASP-50761,15,C2/c,LiSi2BiO6,-2.47345,OptB88vdW,3.766
595,JVASP-86443,2,P-1,Cu3P2O8,-1.53855,OptB88vdW,0.003
596,JVASP-88712,55,Pbam,SeO2,-0.67244,OptB88vdW,3.234
597,JVASP-49837,14,P2_1/c,Al2O3,-3.20783,OptB88vdW,4.737
598,JVASP-48923,71,Immm,Li2MnO2F,-2.34448,OptB88vdW,1.079
599,JVASP-91565,139,I4/mmm,CaO,-3.2614,OptB88vdW,3.645
600,JVASP-91940,129,P4/nmm,CeFeSb2,-0.52886,OptB88vdW,0
601,JVASP-38314,221,Pm-3m,RbFeO3,-1.20482,OptB88vdW,0
602,JVASP-52478,137,P4_2/nmc,Ba4Br6O,-2.37301,OptB88vdW,3.804
603,JVASP-16139,109,I4_1md,NbP,-0.98159,OptB88vdW,0
604,JVASP-63959,216,F-43m,Ba4GaGe,0.3934,OptB88vdW,0
605,JVASP-64048,216,F-43m,Ba4FeCl,0.71569,OptB88vdW,0
606,JVASP-64948,119,I-4m2,ZrBe2Sn,0.08901,OptB88vdW,0
607,JVASP-38201,225,Fm-3m,Rb3Sn,-0.10893,OptB88vdW,0
608,JVASP-97855,14,P2_1/c,RbMnF4,-2.79555,OptB88vdW,0.987
609,JVASP-52548,63,Cmcm,BaTm2O4,-3.57119,OptB88vdW,2.922
610,JVASP-88010,2,P-1,Ag2W2O7,-1.80083,OptB88vdW,1.368
611,JVASP-91747,129,P4/nmm,ZrNiP2,-0.94953,OptB88vdW,0
612,JVASP-52342,140,I4/mcm,LiCuF4,-1.99858,OptB88vdW,0.899
613,JVASP-38246,225,Fm-3m,Rb3Ge,0.06053,OptB88vdW,0
614,JVASP-48649,31,Pmn2_1,MnFeP2O8,-1.96675,OptB88vdW,0
615,JVASP-97432,36,Cmc2_1,KCuBi2S4,-0.64739,OptB88vdW,0.632
616,JVASP-15811,129,P4/nmm,Cu2As,0.04698,OptB88vdW,0
617,JVASP-98295,5,C2,AsC3N3,0.63518,OptB88vdW,4.387
618,JVASP-48577,5,C2,VOF3,-2.62339,OptB88vdW,2.05
619,JVASP-91795,113,P-42_1m,CN2O,0.56563,OptB88vdW,0.852
620,JVASP-39287,225,Fm-3m,K3Sn,-0.14294,OptB88vdW,0
621,JVASP-37056,216,F-43m,Ti2AlZn,-0.00281,OptB88vdW,0
622,JVASP-86206,11,P2_1/m,H3AuC2NCl,-0.03986,OptB88vdW,3.442
623,JVASP-91990,194,P6_3/mmc,Re3Ni,-0.10911,OptB88vdW,0
624,JVASP-12124,164,P-3m1,ZnCu3H6Cl2O6,-0.91034,OptB88vdW,0.248
625,JVASP-15113,87,I4/m,UCr4C4,-0.23004,OptB88vdW,0
626,JVASP-86028,2,P-1,ScCr2AgH4O10,-1.72065,OptB88vdW,1.328
627,JVASP-28637,156,P3m1,Mo3WSe4S4,-0.75198,OptB88vdW,0.676
628,JVASP-86275,194,P6_3/mmc,SmOs2,-0.2713,OptB88vdW,0
629,JVASP-42805,1,P1,Ni6OF11,-1.66742,OptB88vdW,0.15
630,JVASP-97680,194,P6_3/mmc,YMg2Cu9,-0.21572,OptB88vdW,0
631,JVASP-42301,31,Pmn2_1,LiMnPH2O5,-1.76398,OptB88vdW,1.913
632,JVASP-38483,225,Fm-3m,Mn2GaW,-0.18992,OptB88vdW,0
633,JVASP-97383,15,C2/c,BaIrO3,-1.79436,OptB88vdW,0
634,JVASP-85666,99,P4mm,CuH4Pb2Cl2O4,-1.06144,OptB88vdW,0.267
635,JVASP-65024,216,F-43m,Mg4BeNi,0.55522,OptB88vdW,0
636,JVASP-85272,215,P-43m,C3N4,0.63388,OptB88vdW,2.767
637,JVASP-38319,221,Pm-3m,RbMnO3,-1.42903,OptB88vdW,0
638,JVASP-85558,62,Pnma,CeCu,-0.10308,OptB88vdW,0
639,JVASP-48311,216,F-43m,Li4MnF7,-2.89974,OptB88vdW,0
640,JVASP-86155,59,Pmmn,TcBr3,-0.38202,OptB88vdW,0
641,JVASP-50399,148,R-3,Ba2Hf7O16,-3.69459,OptB88vdW,4.146
642,JVASP-16081,225,Fm-3m,Zr,0.03519,OptB88vdW,0
643,JVASP-49950,70,Fddd,Na2SnO3,-1.90354,OptB88vdW,2.632
644,JVASP-107738,216,F-43m,TbHoCo4,-0.26198,OptB88vdW,0
645,JVASP-90769,139,I4/mmm,MgSn3,-0.01364,OptB88vdW,0
646,JVASP-42541,2,P-1,VO2,-2.4688,OptB88vdW,0
647,JVASP-88522,12,C2/m,BaAl3P2H2O14,-2.22299,OptB88vdW,0
648,JVASP-85786,67,Cmme,PH2NO2,0.31347,OptB88vdW,0
649,JVASP-98719,15,C2/c,AsClF8,-1.52764,OptB88vdW,3.374
650,JVASP-48233,2,P-1,Li4Mn5O10,-1.99341,OptB88vdW,0
651,JVASP-89267,2,P-1,CuWO4,-1.80795,OptB88vdW,0
652,JVASP-85714,139,I4/mmm,Sr2CoO3,-2.05349,OptB88vdW,0
653,JVASP-98039,62,Pnma,Ho5CoSb2,-0.74275,OptB88vdW,0
654,JVASP-85366,12,C2/m,K2FeCuC6N6,-0.06705,OptB88vdW,0.412
655,JVASP-98935,176,P6_3/m,TlCuHCO4,-1.05728,OptB88vdW,0.502
656,JVASP-42722,9,Cc,LiCoOF2,-2.01045,OptB88vdW,0
657,JVASP-42222,43,Fdd2,Na2BiO3,-1.55026,OptB88vdW,1.101
658,JVASP-38614,221,Pm-3m,MgPbO3,-1.323,OptB88vdW,0
659,JVASP-22722,59,Pmmn,MoBr3,-0.56148,OptB88vdW,0.558
660,JVASP-86679,139,I4/mmm,K2Ga3,-0.22092,OptB88vdW,0.213
661,JVASP-64133,216,F-43m,Ba4SnSe,-0.09602,OptB88vdW,0
